	i	j	d	f	o	n
79607	23	27	4	18	0.103677446	0.414916198
79608	23	27	4	19	0.069493626	0.585305114
79609	23	27	4	20	0.0506983	0.690741763
79610	23	27	4	21	-0.228777521	0.069011213
79611	23	27	4	22	-0.223782757	0.07547019
79612	23	27	4	23	0.020325514	0.873341339
79613	23	27	4	24	0.10965384	0.388386952
79614	23	27	4	25	0.073997575	0.561165821
79615	23	27	4	26	0.045385949	0.721754422
79616	23	27	4	27	0.263253069	0.035575673
79617	23	27	4	28	0.155439025	0.220020221
79618	23	27	4	29	-0.008228463	0.948547138
79619	23	27	4	30	0.117524497	0.355030421
79620	23	27	4	31	NA	NA
79621	23	27	4	32	-0.046368441	0.715983281
79622	23	27	4	33	0.213970197	0.089555294
79623	23	27	4	34	-0.113090342	0.37359992
79624	23	27	4	35	0.029997443	0.813973833
79625	23	27	4	36	-0.311117634	0.012338026
79626	23	27	4	37	0.04822253	0.705135628
79627	23	27	4	38	0.167723964	0.185253216
79628	23	27	5	6	0.397019779	0.001161474
79629	23	27	5	7	-0.181190625	0.151901787
79630	23	27	5	8	0.588739808	3.11E-07
79631	23	27	5	9	0.259032269	0.038749557
79632	23	27	5	10	0.254396037	0.042502728
79633	23	27	5	11	0.73500349	4.69E-12
79634	23	27	5	12	0.178471994	0.15824685
79635	23	27	5	13	0.182281967	0.149408553
79636	23	27	5	14	-0.892543584	4.06E-23
79637	23	27	5	15	0.258527333	0.039144499
79638	23	27	5	16	0.267753894	0.032432633
79639	23	27	5	17	0.738170817	3.40E-12
79640	23	27	5	18	0.078356917	0.538258949
79641	23	27	5	19	0.069681195	0.584290498
79642	23	27	5	20	0.205600839	0.10313251
79643	23	27	5	21	-0.190636366	0.131322241
79644	23	27	5	22	-0.20128593	0.11072978
79645	23	27	5	23	-0.888549997	1.18E-22
79646	23	27	5	24	0.078632337	0.536827237
79647	23	27	5	25	0.077117528	0.544724688
79648	23	27	5	26	0.213725721	0.089930911
79649	23	27	5	27	0.203698184	0.106431105
79650	23	27	5	28	0.200696109	0.111800924
79651	23	27	5	29	0.666133228	1.89E-09
79652	23	27	5	30	0.345368303	0.005189086
79653	23	27	5	31	NA	NA
79654	23	27	5	32	0.751781224	8.14E-13
79655	23	27	5	33	0.403924404	0.000933092
79656	23	27	5	34	0.350765084	0.004487295
79657	23	27	5	35	0.770723234	9.47E-14
79658	23	27	5	36	0.279365175	0.025378772
79659	23	27	5	37	0.013727127	0.91426727
79660	23	27	5	38	-0.073885575	0.561760352
79661	23	27	6	9	0.033863705	0.790511545
79662	23	27	6	10	0.081486206	0.522102878
79663	23	27	6	11	0.36263495	0.0032311
79664	23	27	6	12	0.209528341	0.096574732
79665	23	27	6	13	0.238112507	0.058131285
79666	23	27	6	14	-0.505022496	2.08E-05
79667	23	27	6	15	0.03967653	0.75558861
79668	23	27	6	16	0.086659087	0.495940178
79669	23	27	6	17	0.368607761	0.002726108
79670	23	27	6	18	-0.113536736	0.371704392
79671	23	27	6	19	-0.179397643	0.15606485
79672	23	27	6	20	0.017171831	0.892867264
79673	23	27	6	21	-0.035623551	0.779891668
79674	23	27	6	22	-0.030770642	0.809267939
79675	23	27	6	23	-0.5148883	1.34E-05
79676	23	27	6	24	-0.119882848	0.345389846
79677	23	27	6	25	-0.179984258	0.154693617
79678	23	27	6	26	0.040529788	0.75050123
79679	23	27	7	9	0.119352479	0.347543593
79680	23	27	7	10	0.119352479	0.347543593
79681	23	27	7	11	-0.037510779	0.768547507
79682	23	27	7	12	-0.167093471	0.186934764
79683	23	27	7	13	-0.146633046	0.247596663
79684	23	27	7	14	0.132992762	0.294806784
79685	23	27	7	15	0.119352479	0.347543593
79686	23	27	7	16	0.119352479	0.347543593
79687	23	27	7	17	-0.051151062	0.688121026
79688	23	27	7	18	-0.187553896	0.137792047
79689	23	27	7	19	-0.180733754	0.152954662
79690	23	27	7	20	-0.112532337	0.375977573
79691	23	27	7	21	-0.214834462	0.08823729
79692	23	27	7	22	-0.208014321	0.099063049
79693	23	27	7	23	0.132992762	0.294806784
79694	23	27	7	24	-0.187553896	0.137792047
79695	23	27	7	25	-0.180733754	0.152954662
79696	23	27	7	26	-0.105712196	0.405768818
79697	23	27	8	9	-0.031730558	0.803435007
79698	23	27	8	10	0.003946322	0.975310652
79699	23	27	8	11	0.524647446	8.58E-06
79700	23	27	8	12	0.438201674	0.000292896
79701	23	27	8	13	0.459159841	0.000135463
79702	23	27	8	14	-0.641117259	1.15E-08
79703	23	27	8	15	-0.019464964	0.878662447
79704	23	27	8	16	0.011945622	0.925359566
79705	23	27	8	17	0.533180033	5.73E-06
79706	23	27	8	18	-0.170491755	0.178000493
79707	23	27	8	19	-0.214701222	0.088439481
79708	23	27	8	20	-0.007732657	0.951643605
79709	23	27	8	21	0.072047032	0.571562116
79710	23	27	8	22	0.081539535	0.521829673
79711	23	27	8	23	-0.668208223	1.61E-09
79712	23	27	8	24	-0.175717965	0.164872026
79713	23	27	8	25	-0.212621404	0.091643045
79714	23	27	8	26	0.01722516	0.892536521
79715	23	28	3	6	-0.061579104	0.61256738
79716	23	28	3	7	-0.176105056	0.144759215
79717	23	28	3	8	-0.075418902	0.534913548
79718	23	28	3	9	0.466562354	4.68E-05
79719	23	28	3	10	0.43851427	0.000146438
79720	23	28	3	11	0.319590392	0.006999645
79721	23	28	3	12	-0.386660374	0.000945061
79722	23	28	3	13	-0.394619017	0.000723596
79723	23	28	3	14	-0.377544746	0.001272861
79724	23	28	3	15	0.444965329	0.000113628
79725	23	28	3	16	0.445806772	0.000109889
79726	23	28	3	17	0.308160797	0.009450118
79727	23	28	3	18	0.369410802	0.001648506
79728	23	28	3	19	0.352932552	0.002728722
79729	23	28	3	20	0.343641624	0.003584287
79730	23	28	3	21	-0.485775292	2.02E-05
79731	23	28	3	22	-0.498291749	1.14E-05
79732	23	28	3	23	-0.326356992	0.005828704
79733	23	28	3	24	0.374424397	0.001406713
79734	23	28	3	25	0.357385185	0.002387486
79735	23	28	3	26	0.328215178	0.005539002
79736	23	28	3	27	0.384086816	0.001028834
79737	23	28	3	28	0.153645837	0.204119214
79738	23	28	3	29	0.158893788	0.188903949
79739	23	28	3	30	0.432695959	0.000183292
79740	23	28	3	31	NA	NA
79741	23	28	3	32	0.21816323	0.069625174
79742	23	28	3	33	0.573847399	2.07E-07
79743	23	28	3	34	0.144527266	0.232591947
79744	23	28	3	35	0.307650693	0.009575067
79745	23	28	3	36	0.00063127	0.995861805
79746	23	28	3	37	0.077842287	0.521833525
79747	23	28	3	38	0.0722971	0.551998041
79748	23	28	4	6	-0.150049408	0.215037431
79749	23	28	4	7	-0.079616449	0.512360693
79750	23	28	4	8	-0.177910877	0.140618714
79751	23	28	4	9	0.173370017	0.151203248
79752	23	28	4	10	0.171882228	0.154797159
79753	23	28	4	11	-0.021636714	0.858890241
79754	23	28	4	12	-0.137620554	0.255914842
79755	23	28	4	13	-0.132222003	0.275216158
79756	23	28	4	14	0.068672125	0.57215911
79757	23	28	4	15	0.166717472	0.167765752
79758	23	28	4	16	0.184273391	0.126738179
79759	23	28	4	17	-0.021402919	0.86039961
79760	23	28	4	18	0.119214469	0.325621377
79761	23	28	4	19	0.09226422	0.447457223
79762	23	28	4	20	0.074665793	0.539011062
79763	23	28	4	21	-0.168013974	0.164437675
79764	23	28	4	22	-0.157089346	0.19404041
79765	23	28	4	23	0.064102485	0.598050688
79766	23	28	4	24	0.126887214	0.295220649
79767	23	28	4	25	0.096004949	0.42917694
79768	23	28	4	26	0.072944207	0.548435237
79769	23	28	4	27	0.263447366	0.027555512
79770	23	28	4	28	0.174041478	0.149601773
79771	23	28	4	29	-0.005186055	0.966013488
79772	23	28	4	30	0.079253014	0.514294026
79773	23	28	4	31	NA	NA
79774	23	28	4	32	-0.045740068	0.706920479
79775	23	28	4	33	0.174518507	0.148471743
79776	23	28	4	34	-0.133951471	0.268929909
79777	23	28	4	35	0.009401241	0.938431156
79778	23	28	4	36	-0.2949039	0.013200943
79779	23	28	4	37	0.070104126	0.564153957
79780	23	28	4	38	0.174525375	0.14845552
79781	23	28	5	6	0.446573499	0.000106581
79782	23	28	5	7	-0.176105056	0.144759215
79783	23	28	5	8	0.650850526	1.06E-09
79784	23	28	5	9	0.201332656	0.09466213
79785	23	28	5	10	0.20950166	0.081748611
79786	23	28	5	11	0.659498115	5.35E-10
79787	23	28	5	12	0.250732344	0.036297901
79788	23	28	5	13	0.254974617	0.033154687
79789	23	28	5	14	-0.871015731	1.12E-22
79790	23	28	5	15	0.204172524	0.090003004
79791	23	28	5	16	0.217600545	0.07036618
79792	23	28	5	17	0.659392934	5.40E-10
79793	23	28	5	18	0.068875577	0.571018566
79794	23	28	5	19	0.059584649	0.624147734
79795	23	28	5	20	0.227382314	0.05835242
79796	23	28	5	21	-0.146989492	0.22464568
79797	23	28	5	22	-0.149969601	0.215284289
79798	23	28	5	23	-0.89713551	7.98E-26
79799	23	28	5	24	0.072346528	0.551725513
79800	23	28	5	25	0.065579927	0.58962271
79801	23	28	5	26	0.238040586	0.047216362
79802	23	28	5	27	0.130933109	0.279964284
79803	23	28	5	28	0.135912555	0.261919268
79804	23	28	5	29	0.698140458	1.85E-11
79805	23	28	5	30	0.351948029	0.002809812
79806	23	28	5	31	NA	NA
79807	23	28	5	32	0.77347187	4.22E-15
79808	23	28	5	33	0.386611506	0.000946593
79809	23	28	5	34	0.309360804	0.009161769
79810	23	28	5	35	0.79248517	3.01E-16
79811	23	28	5	36	0.288753277	0.015339348
79812	23	28	5	37	-0.002787595	0.981727813
79813	23	28	5	38	-0.084077811	0.488933447
79814	23	28	6	9	-0.004251731	0.972133824
79815	23	28	6	10	0.054394217	0.654707756
79816	23	28	6	11	0.295844656	0.012897725
79817	23	28	6	12	0.239633972	0.045712678
79818	23	28	6	13	0.260633134	0.029319475
79819	23	28	6	14	-0.518172284	4.34E-06
79820	23	28	6	15	0.004211809	0.972395376
79821	23	28	6	16	0.05766785	0.635363463
79822	23	28	6	17	0.301194252	0.011285479
79823	23	28	6	18	-0.108289404	0.372216786
79824	23	28	6	19	-0.173163241	0.151698985
79825	23	28	6	20	0.037826437	0.75588307
79826	23	28	6	21	-0.009880784	0.935297195
79827	23	28	6	22	-0.003413362	0.977626982
79828	23	28	6	23	-0.551148155	7.64E-07
79829	23	28	6	24	-0.114517292	0.345180324
79830	23	28	6	25	-0.173682231	0.150457017
79831	23	28	6	26	0.062258922	0.608641496
79832	23	28	7	9	0.122142335	0.313793766
79833	23	28	7	10	0.122142335	0.313793766
79834	23	28	7	11	-0.026811732	0.825619195
79835	23	28	7	12	-0.163849474	0.17530303
79836	23	28	7	13	-0.145974986	0.227896476
79837	23	28	7	14	0.122142335	0.313793766
79838	23	28	7	15	0.122142335	0.313793766
79839	23	28	7	16	0.122142335	0.313793766
79840	23	28	7	17	-0.038728058	0.750251788
79841	23	28	7	18	-0.181723962	0.132169209
79842	23	28	7	19	-0.175765799	0.145547172
79843	23	28	7	20	-0.11022601	0.363675416
79844	23	28	7	21	-0.205556613	0.087798635
79845	23	28	7	22	-0.19959845	0.097598913
79846	23	28	7	23	0.122142335	0.313793766
79847	23	28	7	24	-0.181723962	0.132169209
79848	23	28	7	25	-0.175765799	0.145547172
79849	23	28	7	26	-0.104267847	0.390337982
79850	23	28	8	9	-0.071560832	0.556065205
79851	23	28	8	10	-0.023294698	0.848201175
79852	23	28	8	11	0.451741476	8.66E-05
79853	23	28	8	12	0.462520513	5.55E-05
79854	23	28	8	13	0.476653029	3.03E-05
79855	23	28	8	14	-0.660695113	4.86E-10
79856	23	28	8	15	-0.056430257	0.64264888
79857	23	28	8	16	-0.019023005	0.87579164
79858	23	28	8	17	0.458448432	6.58E-05
79859	23	28	8	18	-0.16553807	0.170835958
79860	23	28	8	19	-0.206618179	0.086136959
79861	23	28	8	20	0.026368719	0.828456311
79862	23	28	8	21	0.09383751	0.439716632
79863	23	28	8	22	0.105215382	0.386021861
79864	23	28	8	23	-0.714111232	3.91E-12
79865	23	28	8	24	-0.168971393	0.162011405
79866	23	28	8	25	-0.204821673	0.088963775
79867	23	28	8	26	0.052517866	0.665899463
79868	23	29	3	6	-0.05487272	0.642399242
79869	23	29	3	7	-0.172884603	0.140749151
79870	23	29	3	8	-0.068350822	0.562829915
79871	23	29	3	9	0.46774519	2.65E-05
79872	23	29	3	10	0.439650515	8.88E-05
79873	23	29	3	11	0.321219741	0.005261735
79874	23	29	3	12	-0.367025631	0.001297331
79875	23	29	3	13	-0.374768726	0.00100268
79876	23	29	3	14	-0.36524561	0.001375264
79877	23	29	3	15	0.44777928	6.33E-05
79878	23	29	3	16	0.44718594	6.49E-05
79879	23	29	3	17	0.303686528	0.00852919
79880	23	29	3	18	0.349433084	0.002276414
79881	23	29	3	19	0.340562643	0.002987169
79882	23	29	3	20	0.322080085	0.005134754
79883	23	29	3	21	-0.49429718	7.61E-06
79884	23	29	3	22	-0.503019286	4.93E-06
79885	23	29	3	23	-0.320448398	0.005377933
79886	23	29	3	24	0.354357811	0.00195105
79887	23	29	3	25	0.344567691	0.002644816
79888	23	29	3	26	0.306148891	0.007983208
79889	23	29	3	27	0.377664057	0.000909108
79890	23	29	3	28	0.163038837	0.165154666
79891	23	29	3	29	0.166225586	0.156936284
79892	23	29	3	30	0.439536141	8.93E-05
79893	23	29	3	31	NA	NA
79894	23	29	3	32	0.210174225	0.072281664
79895	23	29	3	33	0.575176463	8.32E-08
79896	23	29	3	34	0.152802302	0.193695451
79897	23	29	3	35	0.297364791	0.010083113
79898	23	29	3	36	0.033205765	0.778816871
79899	23	29	3	37	0.0842328	0.475516977
79900	23	29	3	38	0.062332733	0.59778312
79901	23	29	4	6	-0.152584791	0.194338114
79902	23	29	4	7	-0.074584356	0.527676767
79903	23	29	4	8	-0.176978376	0.131441572
79904	23	29	4	9	0.175960438	0.133711095
79905	23	29	4	10	0.173559811	0.13918076
79906	23	29	4	11	-0.02904575	0.805946219
79907	23	29	4	12	-0.150616417	0.200223665
79908	23	29	4	13	-0.145521958	0.216045166
79909	23	29	4	14	0.066631134	0.572718844
79910	23	29	4	15	0.167109273	0.154712014
79911	23	29	4	16	0.184903231	0.114760792
79912	23	29	4	17	-0.033004036	0.780126655
79913	23	29	4	18	0.11913339	0.312024638
79914	23	29	4	19	0.093422861	0.428532396
79915	23	29	4	20	0.058897818	0.618155938
79916	23	29	4	21	-0.204474752	0.08054589
79917	23	29	4	22	-0.19577019	0.094598149
79918	23	29	4	23	0.062214714	0.598478122
79919	23	29	4	24	0.126115365	0.284305469
79920	23	29	4	25	0.096794734	0.411980749
79921	23	29	4	26	0.057486763	0.626610278
79922	23	29	4	27	0.286886175	0.013204504
79923	23	29	4	28	0.199625576	0.088153732
79924	23	29	4	29	-0.00241897	0.983680787
79925	23	29	4	30	0.105451405	0.371225445
79926	23	29	4	31	NA	NA
79927	23	29	4	32	-0.056905626	0.630106254
79928	23	29	4	33	0.186223275	0.11214825
79929	23	29	4	34	-0.113485018	0.335683192
79930	23	29	4	35	-0.00366834	0.975254298
79931	23	29	4	36	-0.253760656	0.029138089
79932	23	29	4	37	0.059361667	0.615387488
79933	23	29	4	38	0.152143058	0.195647978
79934	23	29	5	6	0.470537369	2.33E-05
79935	23	29	5	7	-0.172884603	0.140749151
79936	23	29	5	8	0.675202339	4.17E-11
79937	23	29	5	9	0.201542952	0.085080457
79938	23	29	5	10	0.202551631	0.083498085
79939	23	29	5	11	0.673871697	4.70E-11
79940	23	29	5	12	0.282919608	0.014587619
79941	23	29	5	13	0.28550064	0.013674148
79942	23	29	5	14	-0.874124133	2.80E-24
79943	23	29	5	15	0.206556679	0.077444103
79944	23	29	5	16	0.212786755	0.06872789
79945	23	29	5	17	0.677491075	3.38E-11
79946	23	29	5	18	0.050122443	0.671495978
79947	23	29	5	19	0.040925665	0.729186906
79948	23	29	5	20	0.253875588	0.029062699
79949	23	29	5	21	-0.138797188	0.238250872
79950	23	29	5	22	-0.138619186	0.238859316
79951	23	29	5	23	-0.902574813	4.61E-28
79952	23	29	5	24	0.054780166	0.642961239
79953	23	29	5	25	0.045850391	0.698083223
79954	23	29	5	26	0.265653398	0.022160688
79955	23	29	5	27	0.105837904	0.369464904
79956	23	29	5	28	0.118474368	0.314728141
79957	23	29	5	29	0.702149574	3.16E-12
79958	23	29	5	30	0.341208498	0.002929416
79959	23	29	5	31	NA	NA
79960	23	29	5	32	0.780848516	2.32E-16
79961	23	29	5	33	0.382941238	0.000758682
79962	23	29	5	34	0.296829493	0.010225369
79963	23	29	5	35	0.794076382	3.16E-17
79964	23	29	5	36	0.308392234	0.007512711
79965	23	29	5	37	0.005147725	0.96528002
79966	23	29	5	38	-0.083975631	0.476870345
79967	23	29	6	9	0.003078089	0.979235017
79968	23	29	6	10	0.057407203	0.627088405
79969	23	29	6	11	0.309305907	0.007328175
79970	23	29	6	12	0.248147808	0.033025637
79971	23	29	6	13	0.265607134	0.022184793
79972	23	29	6	14	-0.537219064	8.02E-07
79973	23	29	6	15	0.012968343	0.912676451
79974	23	29	6	16	0.062722374	0.595491103
79975	23	29	6	17	0.323502122	0.004930808
79976	23	29	6	18	-0.102350669	0.385533286
79977	23	29	6	19	-0.170707796	0.14589611
79978	23	29	6	20	0.084723142	0.472942252
79979	23	29	6	21	-0.004726465	0.968119756
79980	23	29	6	22	0.003818176	0.974243877
79981	23	29	6	23	-0.568840963	1.24E-07
79982	23	29	6	24	-0.108641408	0.356847335
79983	23	29	6	25	-0.170640515	0.146057409
79984	23	29	6	26	0.108607768	0.356997144
79985	23	29	7	9	0.123287671	0.295328538
79986	23	29	7	10	0.123287671	0.295328538
79987	23	29	7	11	-0.030136986	0.798806194
79988	23	29	7	12	-0.161643836	0.168850412
79989	23	29	7	13	-0.145205479	0.2170563
79990	23	29	7	14	0.112328767	0.340662071
79991	23	29	7	15	0.123287671	0.295328538
79992	23	29	7	16	0.123287671	0.295328538
79993	23	29	7	17	-0.04109589	0.728104133
79994	23	29	7	18	-0.178082192	0.12901375
79995	23	29	7	19	-0.17260274	0.141407793
79996	23	29	7	20	-0.112328767	0.340662071
79997	23	29	7	21	-0.2	0.0875468
79998	23	29	7	22	-0.194520548	0.096764475
79999	23	29	7	23	0.117808219	0.317476156
80000	23	29	7	24	-0.178082192	0.12901375
80001	23	29	7	25	-0.17260274	0.141407793
80002	23	29	7	26	-0.106849315	0.36488194
80003	23	29	8	9	-0.066086405	0.575868017
80004	23	29	8	10	-0.022286711	0.85050276
80005	23	29	8	11	0.469063779	2.49E-05
80006	23	29	8	12	0.474816274	1.92E-05
80007	23	29	8	13	0.486792227	1.09E-05
80008	23	29	8	14	-0.680156777	2.65E-11
80009	23	29	8	15	-0.050208175	0.670966386
80010	23	29	8	16	-0.016366015	0.889925733
80011	23	29	8	17	0.484235563	1.23E-05
80012	23	29	8	18	-0.166637317	0.155897008
80013	23	29	8	19	-0.210167889	0.072290459
80014	23	29	8	20	0.069181315	0.558083296
80015	23	29	8	21	0.090105593	0.445179332
80016	23	29	8	22	0.101610582	0.38899642
80017	23	29	8	23	-0.732803875	1.16E-13
80018	23	29	8	24	-0.169395823	0.14906559
80019	23	29	8	25	-0.208822276	0.0741777
80020	23	29	8	26	0.095521684	0.418185739
80021	23	30	3	6	-0.047452543	0.675958689
80022	23	30	3	7	-0.165931584	0.14129178
80023	23	30	3	8	-0.068937014	0.543445718
80024	23	30	3	9	0.443629774	3.76E-05
80025	23	30	3	10	0.418000753	0.00011428
80026	23	30	3	11	0.307559986	0.005516535
80027	23	30	3	12	-0.356141244	0.001185692
80028	23	30	3	13	-0.36364328	0.000914391
80029	23	30	3	14	-0.337239401	0.002220513
80030	23	30	3	15	0.424716191	8.62E-05
80031	23	30	3	16	0.424716191	8.62E-05
80032	23	30	3	17	0.293436435	0.008249258
80033	23	30	3	18	0.32439554	0.00332853
80034	23	30	3	19	0.321965303	0.003586642
80035	23	30	3	20	0.279700313	0.011980768
80036	23	30	3	21	-0.500687511	2.25E-06
80037	23	30	3	22	-0.500006575	2.33E-06
80038	23	30	3	23	-0.298179506	0.007222027
80039	23	30	3	24	0.32865726	0.002915686
80040	23	30	3	25	0.323832007	0.003386858
80041	23	30	3	26	0.266198997	0.016999445
80042	23	30	3	27	0.360440297	0.001022449
80043	23	30	3	28	0.143893611	0.202873876
80044	23	30	3	29	0.115618906	0.307121238
80045	23	30	3	30	0.411772681	0.000147732
80046	23	30	3	31	NA	NA
80047	23	30	3	32	0.157535758	0.162835659
80048	23	30	3	33	0.55288629	1.05E-07
80049	23	30	3	34	0.16843192	0.135310759
80050	23	30	3	35	0.242865818	0.029955241
80051	23	30	3	36	0.055066993	0.627569389
80052	23	30	3	37	0.114429439	0.312157918
80053	23	30	3	38	0.040898447	0.718697323
80054	23	30	4	6	-0.158099965	0.161315837
80055	23	30	4	7	-0.06812036	0.548242484
80056	23	30	4	8	-0.19085115	0.089926781
80057	23	30	4	9	0.20670233	0.065823185
80058	23	30	4	10	0.205659508	0.067228912
80059	23	30	4	11	0.020439322	0.857186803
80060	23	30	4	12	-0.175119704	0.120256149
80061	23	30	4	13	-0.169116026	0.133708228
80062	23	30	4	14	0.073682863	0.51598225
80063	23	30	4	15	0.198032006	0.078262271
80064	23	30	4	16	0.215685502	0.054672551
80065	23	30	4	17	0.0170427	0.880728071
80066	23	30	4	18	0.112073631	0.322289969
80067	23	30	4	19	0.08792484	0.43801459
80068	23	30	4	20	0.017444932	0.877934476
80069	23	30	4	21	-0.234366923	0.036394802
80070	23	30	4	22	-0.22304485	0.046733765
80071	23	30	4	23	0.082740522	0.465598743
80072	23	30	4	24	0.118196489	0.296388838
80073	23	30	4	25	0.090844743	0.422893783
80074	23	30	4	26	0.016387212	0.885283701
80075	23	30	4	27	0.296163345	0.00764405
80076	23	30	4	28	0.193871373	0.084863775
80077	23	30	4	29	-0.046242003	0.683780623
80078	23	30	4	30	0.120977331	0.28508942
80079	23	30	4	31	NA	NA
80080	23	30	4	32	-0.093050315	0.411673668
80081	23	30	4	33	0.200273437	0.074879635
80082	23	30	4	34	-0.087548458	0.439985632
80083	23	30	4	35	-0.043262879	0.703171088
80084	23	30	4	36	-0.225428673	0.044376064
80085	23	30	4	37	0.066239177	0.559369373
80086	23	30	4	38	0.125023192	0.269166465
80087	23	30	5	6	0.482900959	5.72E-06
80088	23	30	5	7	-0.165931584	0.14129178
80089	23	30	5	8	0.701374625	4.31E-13
80090	23	30	5	9	0.139204441	0.218138626
80091	23	30	5	10	0.140648495	0.213353954
80092	23	30	5	11	0.562793566	5.52E-08
80093	23	30	5	12	0.292532434	0.008458968
80094	23	30	5	13	0.293272071	0.008287044
80095	23	30	5	14	-0.876822443	1.60E-26
80096	23	30	5	15	0.141728601	0.209824064
80097	23	30	5	16	0.149312818	0.186201596
80098	23	30	5	17	0.565998661	4.47E-08
80099	23	30	5	18	0.027554426	0.808298625
80100	23	30	5	19	0.016905996	0.881677847
80101	23	30	5	20	0.308957079	0.005295703
80102	23	30	5	21	-0.147117387	0.192832016
80103	23	30	5	22	-0.140026261	0.215406454
80104	23	30	5	23	-0.909213862	2.05E-31
80105	23	30	5	24	0.031557859	0.781097647
80106	23	30	5	25	0.022717432	0.841465914
80107	23	30	5	26	0.319429404	0.003874867
80108	23	30	5	27	0.098947618	0.382537089
80109	23	30	5	28	0.127256874	0.260637047
80110	23	30	5	29	0.694359157	9.16E-13
80111	23	30	5	30	0.260414335	0.019649938
80112	23	30	5	31	NA	NA
80113	23	30	5	32	0.75202361	9.00E-16
80114	23	30	5	33	0.332530675	0.002580865
80115	23	30	5	34	0.276624956	0.012993588
80116	23	30	5	35	0.766874197	1.10E-16
80117	23	30	5	36	0.328012336	0.002975061
80118	23	30	5	37	0.024715162	0.827730497
80119	23	30	5	38	-0.118022573	0.297105141
80120	23	30	6	9	-0.024073699	0.832135465
80121	23	30	6	10	0.026462692	0.815757404
80122	23	30	6	11	0.249899171	0.025378885
80123	23	30	6	12	0.254204609	0.022881494
80124	23	30	6	13	0.263393044	0.018243977
80125	23	30	6	14	-0.531957864	3.82E-07
80126	23	30	6	15	-0.016539182	0.884227171
80127	23	30	6	16	0.031109415	0.78413219
80128	23	30	6	17	0.263970603	0.017981605
80129	23	30	6	18	-0.087027603	0.442721464
80130	23	30	6	19	-0.157752298	0.162251111
80131	23	30	6	20	0.147329987	0.192182601
80132	23	30	6	21	-0.007350748	0.948402366
80133	23	30	6	22	0.01228625	0.913863945
80134	23	30	6	23	-0.568396571	3.80E-08
80135	23	30	6	24	-0.0924094	0.41491612
80136	23	30	6	25	-0.159878764	0.156593009
80137	23	30	6	26	0.168384629	0.135422075
80138	23	30	7	9	0.124239931	0.272201373
80139	23	30	7	10	0.124239931	0.272201373
80140	23	30	7	11	-0.01705254	0.880659717
80141	23	30	7	12	-0.158345011	0.160659032
80142	23	30	7	13	-0.143728548	0.203397903
80143	23	30	7	14	0.109623469	0.33304848
80144	23	30	7	15	0.124239931	0.272201373
80145	23	30	7	16	0.124239931	0.272201373
80146	23	30	7	17	-0.026796848	0.813472662
80147	23	30	7	18	-0.172961473	0.12496691
80148	23	30	7	19	-0.168089319	0.136118758
80149	23	30	7	20	-0.114495623	0.311876273
80150	23	30	7	21	-0.19245009	0.087217461
80151	23	30	7	22	-0.187577936	0.095679998
80152	23	30	7	23	0.114495623	0.311876273
80153	23	30	7	24	-0.172961473	0.12496691
80154	23	30	7	25	-0.168089319	0.136118758
80155	23	30	7	26	-0.109623469	0.33304848
80156	23	30	8	9	-0.094562119	0.404083949
80157	23	30	8	10	-0.055314377	0.626021923
80158	23	30	8	11	0.391821109	0.000325334
80159	23	30	8	12	0.474937064	8.54E-06
80160	23	30	8	13	0.480607641	6.42E-06
80161	23	30	8	14	-0.698032258	6.19E-13
80162	23	30	8	15	-0.081540795	0.472114293
80163	23	30	8	16	-0.050300117	0.657694953
80164	23	30	8	17	0.405472497	0.000190578
80165	23	30	8	18	-0.153289344	0.174615615
80166	23	30	8	19	-0.196737513	0.080270728
80167	23	30	8	20	0.165103045	0.143317033
80168	23	30	8	21	0.076474029	0.500166602
80169	23	30	8	22	0.096111027	0.396393787
80170	23	30	8	23	-0.750800126	1.06E-15
80171	23	30	8	24	-0.155494568	0.168422561
80172	23	30	8	25	-0.195293617	0.08255921
80173	23	30	8	26	0.187549079	0.095731974
80174	23	31	3	6	-0.056164508	0.611843304
80175	23	31	3	7	-0.163205675	0.137979537
80176	23	31	3	8	-0.079898506	0.47000822
80177	23	31	3	9	0.43321854	3.85E-05
80178	23	31	3	10	0.408559952	0.000114221
80179	23	31	3	11	0.275452245	0.011212752
80180	23	31	3	12	-0.334786972	0.001853558
80181	23	31	3	13	-0.344997169	0.001309665
80182	23	31	3	14	-0.281049095	0.009606418
80183	23	31	3	15	0.416914671	7.98E-05
80184	23	31	3	16	0.416326596	8.18E-05
80185	23	31	3	17	0.262463901	0.01586856
80186	23	31	3	18	0.311558015	0.003915847
80187	23	31	3	19	0.314305744	0.003595023
80188	23	31	3	20	0.256177584	0.018666667
80189	23	31	3	21	-0.494915706	1.70E-06
80190	23	31	3	22	-0.493313709	1.86E-06
80191	23	31	3	23	-0.24932347	0.022190349
80192	23	31	3	24	0.314974932	0.003520533
80193	23	31	3	25	0.315958437	0.003413557
80194	23	31	3	26	0.243300772	0.025740719
80195	23	31	3	27	0.354499414	0.000937968
80196	23	31	3	28	0.137786686	0.211341561
80197	23	31	3	29	0.090523433	0.412836256
80198	23	31	3	30	0.411728594	9.98E-05
80199	23	31	3	31	NA	NA
80200	23	31	3	32	0.134240804	0.223443995
80201	23	31	3	33	0.54577109	7.92E-08
80202	23	31	3	34	0.176371559	0.108524779
80203	23	31	3	35	0.212211059	0.052630843
