	a.i.	length.patient.	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio
58	ESCA.thisStudy.sce.rds	7	0.016548057	-0.751499457	13.56940664	-0.360611043	-0.436012461	-295.7010551	0.023340977	0.017429098	19.13960137	-0.015706986	-0.011866505	-12.87972878	2.007324046	1.498902469	1646.005718	0.00564712	0.006917596	4.630638607	-0.081524345	-0.081049246	-66.84996315	0.587300506	0.719430027	481.5864151	0.677125161	0.92523607	769.2141831	-0.182046668	-0.44873827	-206.8050143	0.798027978	0.412533168	906.5597833	0.565517241	0.439288476	1.385365854	0.557547074	0	457.1886009	0.067144865	0	55.05878928	0.023340977	0.017429098	19.13960137	-0.015706986	-0.011866505	-12.87972878	2.007324046	1.498902469	1646.005718	0.00564712	0.006917596	4.630638607	-0.081524345	-0.081049246	-66.84996315	0.587300506	0.719430027	481.5864151	2.236134163	2.609060679	2540.248409	0.208092387	0	236.3929513	1.098911409	0.755628781	1248.363361	0.565517241	0.439288476	1.385365854
59	ESCA.thisStudy.sce.rds	7	0.150504746	-0.093630265	6.170694591	-0.362304968	-0.436012461	-14.85450367	-0.001919076	-0.002868842	-0.078682098	-0.016858565	-0.015377755	-0.691201175	-0.165040498	-0.246720374	-6.766660404	0.00346511	0.006379311	0.142069508	-0.077593065	-0.078388992	-3.181315676	0.360371434	0.663448315	14.77522881	0.550670163	0.847289375	14.31742425	-0.238946173	-0.44873827	-6.212600502	0.253163517	-0.436012461	6.582251443	0.525641026	0.25	0.634146341	0.654789965	0.477565563	26.84638855	0.065636427	0	2.691093514	-0.001919076	-0.002868842	-0.078682098	-0.016858565	-0.015377755	-0.691201175	-0.165040498	-0.246720374	-6.766660404	0.00346511	0.006379311	0.142069508	-0.077593065	-0.078388992	-3.181315676	0.360371434	0.663448315	14.77522881	2.046064239	2.491901827	53.19767021	0.163695211	0	4.256075488	0.613710314	0	15.95646815	0.525641026	0.25	0.634146341
60	FTC.thisStudy.sce.rds	1	0.535977611	0.704489344	19.83117161	-0.217579493	-0.217579493	-8.05044123	0.008377927	0.007869947	0.309983311	-0.007570636	-0.008934832	-0.280113541	0.720501751	0.676815407	26.65856477	0.021917951	0.021330413	0.810964195	-0.065597719	-0.067388517	-2.427115614	2.279466926	2.21836291	84.34027625	0.248619158	0.424306324	190.6908941	-0.00257909	-0.429877246	-1.978162354	0.029718297	-0.217579493	22.79393403	0.137037037	0.739633558	20.72972973	0.922773398	1.040570378	34.14261571	0	0	0	0.008377927	0.007869947	0.309983311	-0.007570636	-0.008934832	-0.280113541	0.720501751	0.676815407	26.65856477	0.021917951	0.021330413	0.810964195	-0.065597719	-0.067388517	-2.427115614	2.279466926	2.21836291	84.34027625	1.70766197	1.958704238	1309.776731	0.211862744	0	162.498725	0.097820124	0	75.02803544	0.137037037	0.739633558	20.72972973
61	HCC.ChunhongZheng2017.sce.rds	5	0.285265935	0.63631718	6.846382446	-0.438136158	-0.486143342	-10.5152678	0.33200767	0.301798571	7.968184072	-0.236701634	-0.337331446	-5.680839223	19.58845251	17.80611568	470.1228602	0.34764025	0.347336259	8.343366003	-0.356797982	-0.449089035	-8.563151559	31.98290301	31.95493583	767.5896723	0.664252598	-0.154245942	78.38180661	0.038605225	-0.572050836	4.555416599	0.016584128	-0.486143342	1.956927129	0.103896104	0.338108883	4.916666667	5.113457038	6.410824209	122.7229689	0.141341303	0	3.392191275	0.33200767	0.301798571	7.968184072	-0.236701634	-0.337331446	-5.680839223	19.58845251	17.80611568	470.1228602	0.34764025	0.347336259	8.343366003	-0.356797982	-0.449089035	-8.563151559	31.98290301	31.95493583	767.5896723	4.232298883	1.39346732	499.4112682	2.266296111	0.236006336	267.4229411	1.480115066	0	174.6535778	0.103896104	0.338108883	4.916666667
62	HCC.ChunhongZheng2017.sce.rds	5	-0.014527925	0.2010557	-2.295412077	-0.329974691	-0.486143342	-52.13600122	0.35017446	0.309457645	55.32756464	-0.355711597	-0.338409785	-56.20243231	20.66029313	18.25800105	3264.326314	0.091709148	0.096756182	14.49004545	-0.533419113	-0.569479351	-84.28021981	8.437241656	8.901568713	1333.084182	0.796711285	0.57077097	145.0014538	-0.251861536	-0.643035136	-45.83879951	1.179427654	1.61539807	214.655833	0.51465798	0.372188139	1.151898734	4.005519897	4.802244368	632.8721437	0.459787034	0	72.6463514	0.35017446	0.309457645	55.32756464	-0.355711597	-0.338409785	-56.20243231	20.66029313	18.25800105	3264.326314	0.091709148	0.096756182	14.49004545	-0.533419113	-0.569479351	-84.28021981	8.437241656	8.901568713	1333.084182	4.691710698	3.908072774	853.891347	1.300561498	0	236.7021926	4.903723928	6.187294889	892.4777549	0.51465798	0.372188139	1.151898734
63	HCC.ChunhongZheng2017.sce.rds	5	-0.193712694	-0.780826806	-20.33983289	-0.316107169	-0.486143342	-33.19125278	0.642661765	0.633535521	67.47948529	-0.229757124	-0.205664024	-24.12449797	37.91704412	37.37859575	3981.289632	0.240547627	0.218613731	25.25750088	-0.521505455	-0.553016422	-54.7580728	22.13038173	20.11246322	2323.690081	1.819922427	2.267637497	242.0496828	-0.406474682	-0.643035136	-54.06113269	0.872579357	0.061079616	116.0530545	0.4375	0.356568365	1.266666667	3.343313335	1.173537308	351.0479001	0.500615374	0	52.5646143	0.642661765	0.633535521	67.47948529	-0.229757124	-0.205664024	-24.12449797	37.91704412	37.37859575	3981.289632	0.240547627	0.218613731	25.25750088	-0.521505455	-0.553016422	-54.7580728	22.13038173	20.11246322	2323.690081	8.240555249	9.793383519	1095.993848	0.786508646	0	104.6056499	4.000310421	1.611117341	532.041286	0.4375	0.356568365	1.266666667
64	HCC.ChunhongZheng2017.sce.rds	5	0.246624755	0.762510422	36.50046369	-0.17646769	-0.486143342	-26.11721811	0.642917895	0.675185827	95.15184848	-0.202473981	-0.224285373	-29.96614918	37.93215581	39.8359638	5613.959061	0.179735933	0.189113352	26.60091809	-0.510053547	-0.554222452	-75.48792497	16.53570584	17.39842839	2447.284464	0.659878941	0.640987425	83.80462556	0.162082688	-0.643035136	20.58450132	0.120366833	-0.486143342	15.28658782	0.573643411	0.32987013	0.858108108	4.970652248	6.877191934	735.6565327	0.911737721	0	134.9371827	0.642917895	0.675185827	95.15184848	-0.202473981	-0.224285373	-29.96614918	37.93215581	39.8359638	5613.959061	0.179735933	0.189113352	26.60091809	-0.510053547	-0.554222452	-75.48792497	16.53570584	17.39842839	2447.284464	4.217129552	4.151607341	535.5754531	2.676830034	0	339.9574144	1.785668978	0	226.7799602	0.573643411	0.32987013	0.858108108
65	HCC.ChunhongZheng2017.sce.rds	5	0.720622373	0.934249876	71.34161491	-0.067365901	-0.486143342	-6.66922419	0.537725093	0.545258723	53.23478417	-0.030189748	-0.162987691	-2.988785063	31.72578046	32.17026464	3140.852266	0.166712679	0.172655953	16.5045552	-0.320643212	-0.418711392	-31.74367802	15.33756645	15.88434771	1518.419078	0.203789622	-0.556013692	15.28422164	0.457354894	-0.214726768	34.30161702	1.472849521	1.919044179	110.4637141	0.66442953	0.334821429	0.757575758	6.72238781	7.511883116	665.5163932	1.23295192	0	122.0622401	0.537725093	0.545258723	53.23478417	-0.030189748	-0.162987691	-2.988785063	31.72578046	32.17026464	3140.852266	0.166712679	0.172655953	16.5045552	-0.320643212	-0.418711392	-31.74367802	15.33756645	15.88434771	1518.419078	2.635256535	0	197.6442401	3.658541637	1.424025987	274.3906228	5.767607746	7.081280612	432.570581	0.66442953	0.334821429	0.757575758
66	HCC.QimingZhang2019_10X.sce.rds	5	0.329905956	-0.519017566	8.247648909	-0.293205676	-0.435832083	-7.330141892	0.015588465	-0.010927615	0.389711622	-0.00713237	0	-0.178309246	1.356196443	-0.950702515	33.90491109	0.067012207	0.063546332	1.675305175	-0.057501157	-0.055240478	-1.437528929	7.036281736	6.672364862	175.9070434	0.585994391	0.706786614	218.5759078	-0.123414954	-0.245843477	-46.03377766	0.085610705	-0.435832083	31.93279288	0.367647059	0.845804989	14.92	0.560140128	0	14.00350321	0.114616495	0	2.865412369	0.015588465	-0.010927615	0.389711622	-0.00713237	0	-0.178309246	1.356196443	-0.950702515	33.90491109	0.067012207	0.063546332	1.675305175	-0.057501157	-0.055240478	-1.437528929	7.036281736	6.672364862	175.9070434	1.224397365	1.35609649	456.7002173	0.049090987	0	18.31093808	0.419038422	0	156.3013314	0.367647059	0.845804989	14.92
67	HCC.QimingZhang2019_10X.sce.rds	5	0.005430485	-0.519017566	0.597353325	-0.355982804	-0.435832083	-39.15810843	0.063595543	0.060453332	6.995509682	-0.007154837	-0.006156587	-0.787032084	5.532812203	5.25943989	608.6093423	0.101960574	0.098185784	11.21566317	-0.055946162	-0.057280233	-6.154077797	10.7058603	10.30950732	1177.644633	0.213026093	-0.537002294	150.822474	0.021153804	-0.245843477	14.97689345	0.059693884	-0.435832083	42.26327018	0.265060241	0.630454141	6.436363636	0.346043419	0	38.06477613	0.064167952	0	7.058474725	0.063595543	0.060453332	6.995509682	-0.007154837	-0.006156587	-0.787032084	5.532812203	5.25943989	608.6093423	0.101960574	0.098185784	11.21566317	-0.055946162	-0.057280233	-6.154077797	10.7058603	10.30950732	1177.644633	0.817751997	0	578.9684137	0.107059692	0	75.79826206	0.398211317	0	281.9336127	0.265060241	0.630454141	6.436363636
68	HCC.QimingZhang2019_10X.sce.rds	5	0.066070216	-0.519017566	5.483827913	-0.261197031	-0.435832083	-21.67935354	0.037342948	0.0382634	3.099464725	-0.006555945	0	-0.544143462	3.248836519	3.328915793	269.6534311	0.085906195	0.090384304	7.130214183	-0.048943978	-0.049476872	-4.062350197	9.020150472	9.490351936	748.6724892	-0.23611944	-0.537002294	-272.0095945	0.168088751	-0.245843477	193.6382408	-0.088874906	-0.435832083	-102.3838921	0.261006289	0.783673469	13.87951807	0.38605497	0	32.04256253	0.140339072	0	11.64814293	0.037342948	0.0382634	3.099464725	-0.006555945	0	-0.544143462	3.248836519	3.328915793	269.6534311	0.085906195	0.090384304	7.130214183	-0.048943978	-0.049476872	-4.062350197	9.020150472	9.490351936	748.6724892	0.32805099	0	377.9147406	0.165977184	0	191.205716	0.278819443	0	321.1999986	0.261006289	0.783673469	13.87951807
69	HCC.QimingZhang2019_10X.sce.rds	5	0.303907482	-0.519017566	133.7192919	-0.214354137	-0.435832083	-94.31582011	0.077905265	0.077702369	34.27831669	-0.008146273	-0.010439638	-3.584360086	6.777758072	6.760106069	2982.213552	0.066363433	0.062396991	29.19991049	-0.065518647	-0.066456443	-28.82820466	6.968160457	6.551684044	3065.990601	-0.012036076	-0.537002294	-7.257753815	-0.042909395	-0.245843477	-25.87436545	0.623789549	-0.435832083	376.1450981	0.398190045	0.353044496	1.370454545	0.54298571	0	238.9137125	0.17798265	0	78.3123659	0.077905265	0.077702369	34.27831669	-0.008146273	-0.010439638	-3.584360086	6.777758072	6.760106069	2982.213552	0.066363433	0.062396991	29.19991049	-0.065518647	-0.066456443	-28.82820466	6.968160457	6.551684044	3065.990601	0.5723679	0	345.1378438	0.081371841	0	49.06722006	0.851526164	0	513.4702768	0.398190045	0.353044496	1.370454545
70	HCC.QimingZhang2019_10X.sce.rds	5	0.061606703	-0.519017566	12.62937411	-0.247450157	-0.435832083	-50.72728222	0.065517146	0.062659396	13.43101497	-0.007907723	-0.010872755	-1.621083313	5.69999172	5.45136749	1168.498303	0.091078955	0.097725131	18.67118577	-0.056977141	-0.054804268	-11.68031394	9.563290272	10.26113872	1960.474506	-0.29228882	-0.537002294	-185.0188232	0.329213625	-0.245843477	208.3922245	1.415169774	1.424257287	895.8024672	0.391969407	0.547577855	3.087804878	0.383109837	0	78.53751664	0.151386243	0	31.03417991	0.065517146	0.062659396	13.43101497	-0.007907723	-0.010872755	-1.621083313	5.69999172	5.45136749	1168.498303	0.091078955	0.097725131	18.67118577	-0.056977141	-0.054804268	-11.68031394	9.563290272	10.26113872	1960.474506	0.266809811	0	168.8906101	0.230584507	0	145.9599926	1.487489934	1.494792781	941.5811279	0.391969407	0.547577855	3.087804878
71	HCC.QimingZhang2019_SS2.sce.rds	5	-0.484784975	-1.020320038	-7.756559602	-0.30290739	-0.443751961	-4.846518246	0.353103201	0.360381992	5.649651216	-0.088355773	-0.09305726	-1.413692365	29.30756568	29.91170534	468.9210509	0.317384223	0.316684263	5.078147564	-0.369062768	-0.340027104	-5.905004294	33.00795917	32.9351633	528.1273467	0.490371041	0.012622944	8.3363077	-0.280673921	-0.581924735	-4.771456654	0.708903179	0.255182759	12.05135404	0.5	0.346938776	1.0625	2.977305839	0.964205407	47.63689343	1.132258834	0.636903917	18.11614135	0.353103201	0.360381992	5.649651216	-0.088355773	-0.09305726	-1.413692365	29.30756568	29.91170534	468.9210509	0.317384223	0.316684263	5.078147564	-0.369062768	-0.340027104	-5.905004294	33.00795917	32.9351633	528.1273467	4.396057989	2.604827843	74.73298581	0.974744364	0	16.57065419	4.690829371	3.095079963	79.7440993	0.5	0.346938776	1.0625
72	HCC.QimingZhang2019_SS2.sce.rds	5	0.031815267	0.022776264	0.127261066	-0.186908079	-0.262784809	-0.747632315	0.278199804	0.264624764	1.112799216	-0.084135431	-0.086114722	-0.336541724	23.09058372	21.96385542	92.36233489	0.429893332	0.453751042	1.719573326	-0.347738607	-0.338805617	-1.390954428	44.70890649	47.19010835	178.835626	0.043022461	-0.342991132	2.49530271	0.743752494	0.110577935	43.13764467	0.475335633	-0.181282129	27.56946674	0.047058824	0.405594406	14.5	4.919229425	4.885251407	19.6769177	1.540232169	1.273371252	6.160928678	0.278199804	0.264624764	1.112799216	-0.084135431	-0.086114722	-0.336541724	23.09058372	21.96385542	92.36233489	0.429893332	0.453751042	1.719573326	-0.347738607	-0.338805617	-1.390954428	44.70890649	47.19010835	178.835626	2.718805335	1.271517134	157.6907095	4.289437066	2.240701246	248.7873498	3.86936475	1.560018816	224.4231555	0.047058824	0.405594406	14.5
73	HCC.QimingZhang2019_SS2.sce.rds	5	0.060262488	0.724302565	1.144987266	-0.095246219	-0.624843247	-1.809678163	0.206684034	0.193990321	3.926996647	-0.105860258	-0.098425625	-2.011344907	17.15477483	16.1011966	325.9407217	0.535027043	0.578659859	10.16551381	-0.261914293	-0.263088509	-4.97637157	55.64281245	60.18062532	1057.213437	0.003515691	-0.320404792	0.312896475	0.495301093	0.051871596	44.08179728	0.439047487	-0.133126521	39.07522631	0.177570093	0.454081633	4.684210526	5.026163811	7.522320382	95.49711241	1.862609898	0	35.38958806	0.206684034	0.193990321	3.926996647	-0.105860258	-0.098425625	-2.011344907	17.15477483	16.1011966	325.9407217	0.535027043	0.578659859	10.16551381	-0.261914293	-0.263088509	-4.97637157	55.64281245	60.18062532	1057.213437	2.570681842	1.356200535	228.790684	3.485533502	2.050747659	310.2124817	3.741738163	1.729383651	333.0146965	0.177570093	0.454081633	4.684210526
74	HCC.QimingZhang2019_SS2.sce.rds	5	-0.074082432	0.055068065	-3.481874321	-0.417090979	-0.624843247	-19.60327601	0.357020279	0.376000022	16.77995312	-0.072650624	-0.066709995	-3.414579343	29.63268316	31.20800179	1392.736109	0.464473142	0.50435488	21.83023767	-0.294669085	-0.310043567	-13.84944702	48.30520675	52.45290756	2270.344717	0.551879779	-0.220825469	32.00902718	-0.407496009	-0.581924735	-23.63476853	1.080704364	1.711905679	62.68085312	0.328671329	0.288557214	1.234042553	4.521155203	5.006637743	212.4942945	0.730671456	0	34.34155842	0.357020279	0.376000022	16.77995312	-0.072650624	-0.066709995	-3.414579343	29.63268316	31.20800179	1392.736109	0.464473142	0.50435488	21.83023767	-0.294669085	-0.310043567	-13.84944702	48.30520675	52.45290756	2270.344717	4.626673884	1.729555208	268.3470853	0.564391561	0	32.73471054	5.99846618	8.218421645	347.9110384	0.328671329	0.288557214	1.234042553
75	HCC.QimingZhang2019_SS2.sce.rds	5	0.471689058	0.555782583	1.886756233	-0.388594863	-0.419285436	-1.554379451	0.595051811	0.556445762	2.380207245	-0.053572419	-0.052633955	-0.214289676	49.38930033	46.18499823	197.5572013	0.393803173	0.38970338	1.575212691	-0.263333123	-0.269642439	-1.053332493	40.95552995	40.52915156	163.8221198	1.365215649	1.719059399	118.7737615	-0.124249378	-0.581924735	-10.80969585	0.366026326	-0.624843247	31.8442904	0.266666667	0.852941176	21.75	6.572734827	6.888846177	26.29093931	0.830893219	0.72295348	3.323572875	0.595051811	0.556445762	2.380207245	-0.053572419	-0.052633955	-0.214289676	49.38930033	46.18499823	197.5572013	0.393803173	0.38970338	1.575212691	-0.263333123	-0.269642439	-1.053332493	40.95552995	40.52915156	163.8221198	7.676129734	9.002802922	667.8232868	1.480880563	0	128.836609	3.484920378	0	303.1880729	0.266666667	0.852941176	21.75
76	HNSCC.SidharthVPuram2017.sce.rds	9	0.095507466	-0.59870212	0.573044798	-0.469095494	-0.469095494	-2.814572967	0.083817718	0.057435794	0.502906305	-0.05731043	-0.05047015	-0.34386258	7.292141423	4.996914105	43.75284854	0.057579721	0.137136436	0.345478325	-0.199603159	-0.150466485	-1.197618955	5.988290962	14.26218931	35.92974577	0.696615968	1.010594543	18.11201518	-0.462779909	-0.500081704	-12.03227764	0.10419122	-0.469095494	2.708971711	0.5	0.684210526	4.333333333	1.295366667	0	7.7722	0	0	0	0.083817718	0.057435794	0.502906305	-0.05731043	-0.05047015	-0.34386258	7.292141423	4.996914105	43.75284854	0.057579721	0.137136436	0.345478325	-0.199603159	-0.150466485	-1.197618955	5.988290962	14.26218931	35.92974577	7.464238462	8.9623	194.0702	0.098403846	0	2.5585	1.581553846	0	41.1204	0.5	0.684210526	4.333333333
77	HNSCC.SidharthVPuram2017.sce.rds	9	0.244942133	-0.547113635	2.694363459	-0.2325752	-0.469095494	-2.558327203	0.174716293	0.063089476	1.921879221	-0.03354447	-0.031046205	-0.368989175	15.20031747	5.488784392	167.2034922	0.147268101	0.151747651	1.61994911	-0.147767095	-0.12683387	-1.625438045	15.3158825	15.78175568	168.4747075	-0.133389924	-0.867813056	-4.268477567	0.552147211	-0.445931774	17.66871076	0.434410897	-0.469095494	13.90114869	0.379310345	0.524590164	2.909090909	1.574205636	0.096262	17.316262	0.6525	0	7.1775	0.174716293	0.063089476	1.921879221	-0.03354447	-0.031046205	-0.368989175	15.20031747	5.488784392	167.2034922	0.147268101	0.151747651	1.61994911	-0.147767095	-0.12683387	-1.625438045	15.3158825	15.78175568	168.4747075	3.504095938	0	112.13107	2.775828125	0.14285	88.8265	2.492546875	0	79.7615	0.379310345	0.524590164	2.909090909
78	HNSCC.SidharthVPuram2017.sce.rds	9	0.513272765	0.300575381	9.238909771	-0.469095494	-0.469095494	-8.4437189	0.10545313	0.140286009	1.898156332	-0.049505716	-0.03823522	-0.89110289	9.174422273	12.20488281	165.1396009	0.192595663	0.16233734	3.466721936	-0.164467847	-0.170020748	-2.960421247	20.02994896	16.88308333	360.5390813	0.725458469	1.091276176	62.38942836	0.182076688	-0.500081704	15.65859516	0.351323881	-0.469095494	30.21385376	0.391304348	0.651515152	4.777777778	2.074899611	1.678015	37.348193	0	0	0	0.10545313	0.140286009	1.898156332	-0.049505716	-0.03823522	-0.89110289	9.174422273	12.20488281	165.1396009	0.192595663	0.16233734	3.466721936	-0.164467847	-0.170020748	-2.960421247	20.02994896	16.88308333	360.5390813	7.601852442	9.34725	653.75931	1.799565116	0	154.7626	2.263330698	0	194.64644	0.391304348	0.651515152	4.777777778
79	HNSCC.SidharthVPuram2017.sce.rds	9	0.027192029	-0.271926461	0.190344202	-0.469095494	-0.469095494	-3.283668461	0.074794687	0.103302255	0.523562806	-0.06058508	-0.06418483	-0.424095563	6.507137727	8.98729622	45.54996409	0.222219016	0.179952566	1.55553311	-0.135479172	-0.16536751	-0.948354207	23.11077764	18.71506682	161.7754435	0.988200965	1.223129185	37.55163666	-0.28462218	-0.500081704	-10.81564283	0.197884676	-0.469095494	7.519617698	0.233333333	0.558823529	5.428571429	1.167892857	0.60975	8.17525	0	0	0	0.074794687	0.103302255	0.523562806	-0.06058508	-0.06418483	-0.424095563	6.507137727	8.98729622	45.54996409	0.222219016	0.179952566	1.55553311	-0.135479172	-0.16536751	-0.948354207	23.11077764	18.71506682	161.7754435	8.855455263	9.97635	336.5073	0.568392105	0	21.5989	1.840030526	0	69.92116	0.233333333	0.558823529	5.428571429
80	HNSCC.SidharthVPuram2017.sce.rds	9	0.210397572	-0.582636923	12.62385431	-0.469095494	-0.469095494	-28.14572967	0.155265118	0.169204019	9.315907069	-0.053069501	-0.053703465	-3.18417004	13.50806525	14.72074963	810.483915	0.20762873	0.188309532	12.45772379	-0.170002838	-0.174818543	-10.2001703	21.5933879	19.58419129	1295.603274	0.126256683	-0.259719387	7.322887594	0.606657706	-0.500081704	35.18614697	0.114326231	-0.469095494	6.630921396	0.495867769	0.324022346	0.966666667	1.5097469	0.029977	90.584814	0	0	0	0.155265118	0.169204019	9.315907069	-0.053069501	-0.053703465	-3.18417004	13.50806525	14.72074963	810.483915	0.20762873	0.188309532	12.45772379	-0.170002838	-0.174818543	-10.2001703	21.5933879	19.58419129	1295.603274	4.742927586	2.90135	275.0898	2.91962931	0	169.3385	1.609513793	0	93.3518	0.495867769	0.324022346	0.966666667
81	HNSCC.SidharthVPuram2017.sce.rds	9	0.25747958	0.080385663	1.02991832	-0.469095494	-0.469095494	-1.876381978	0.052566032	0.124385423	0.210264127	-0.085931258	-0.07472677	-0.34372503	4.573244752	10.82153177	18.29297901	0.130414378	0.15736966	0.521657511	-0.164208164	-0.152534675	-0.656832655	13.56309528	16.36644468	54.25238114	0.932029268	1.163993394	19.57261463	-0.010500337	-0.500081704	-0.220507074	0.540943255	-0.469095494	11.35980836	0.5	0.724137931	5.25	1.5976	1.26715	6.3904	0	0	0	0.052566032	0.124385423	0.210264127	-0.085931258	-0.07472677	-0.34372503	4.573244752	10.82153177	18.29297901	0.130414378	0.15736966	0.521657511	-0.164208164	-0.152534675	-0.656832655	13.56309528	16.36644468	54.25238114	8.587447619	9.6942	180.3364	1.291538095	0	27.1223	2.786442857	0	58.5153	0.5	0.724137931	5.25
82	HNSCC.SidharthVPuram2017.sce.rds	9	-0.037448154	-0.59870212	-0.486825997	-0.469095494	-0.469095494	-6.098241428	0.237414396	0.250899525	3.086387143	-0.055224723	-0.04189533	-0.717921396	20.65505242	21.8282587	268.5156814	0.22911391	0.239790916	2.97848083	-0.169405049	-0.179723538	-2.202265641	23.82784664	24.93825525	309.7620063	0.648383366	1.153618693	32.41916831	-0.16166742	-0.500081704	-8.083370976	0.191909312	-0.469095494	9.595465613	0.393939394	0.602409639	3.846153846	1.047276923	0	13.6146	0	0	0	0.237414396	0.250899525	3.086387143	-0.055224723	-0.04189533	-0.717921396	20.65505242	21.8282587	268.5156814	0.22911391	0.239790916	2.97848083	-0.169405049	-0.179723538	-2.202265641	23.82784664	24.93825525	309.7620063	7.23411	9.6447	361.7055	0.8927524	0	44.63762	1.823546	0	91.1773	0.393939394	0.602409639	3.846153846
83	HNSCC.SidharthVPuram2017.sce.rds	9	0.2768262	0.2768262	0.2768262	-0.469095494	-0.469095494	-0.469095494	0.080996565	0.080996565	0.080996565	-0.09925783	-0.09925783	-0.09925783	7.046701177	7.046701177	7.046701177	-0.267336548	-0.267336548	-0.267336548	-0.27755268	-0.27755268	-0.27755268	-27.80300098	-27.80300098	-27.80300098	-0.867813056	-0.867813056	-0.867813056	2.265184865	2.265184865	2.265184865	-0.469095494	-0.469095494	-0.469095494	0.5	0.333333333	1	1.6337	1.6337	1.6337	0	0	0	0.080996565	0.080996565	0.080996565	-0.09925783	-0.09925783	-0.09925783	7.046701177	7.046701177	7.046701177	-0.267336548	-0.267336548	-0.267336548	-0.27755268	-0.27755268	-0.27755268	-27.80300098	-27.80300098	-27.80300098	0	0	0	7.2949	7.2949	7.2949	0	0	0	0.5	0.333333333	1
84	HNSCC.SidharthVPuram2017.sce.rds	9	1.220791176	1.220791176	1.220791176	-0.469095494	-0.469095494	-0.469095494	0.054509586	0.054509586	0.054509586	-0.04337115	-0.04337115	-0.04337115	4.74233395	4.74233395	4.74233395	0.183376659	0.183376659	0.183376659	-0.175641515	-0.175641515	-0.175641515	19.07117256	19.07117256	19.07117256	0.858094833	1.258476523	8.580948326	-0.294114852	-0.500081704	-2.941148521	0.884819166	1.110261973	8.848191661	0.166666667	0.625	10	3.3951	3.3951	3.3951	0	0	0	0.054509586	0.054509586	0.054509586	-0.04337115	-0.04337115	-0.04337115	4.74233395	4.74233395	4.74233395	0.183376659	0.183376659	0.183376659	-0.175641515	-0.175641515	-0.175641515	19.07117256	19.07117256	19.07117256	8.23469	10.145	82.3469	0.54335	0	5.4335	3.73511	4.35705	37.3511	0.166666667	0.625	10
85	LC.DietherLambrechts2018.sce.rds	5	-0.400110009	-0.400110009	-9.202530209	-0.692811397	-0.692811397	-15.93466212	0.014464182	0.007015131	0.332676175	-0.021314529	-0.020779555	-0.490234169	1.258383792	0.610316375	28.94282722	0.031867986	0.029581873	0.732963682	-0.050221912	-0.048367954	-1.155103983	3.282402574	3.046932904	75.4952592	0.43982241	0.719544691	86.2051923	-0.2414666	-0.286124267	-47.32745367	-0.453905474	-0.692811397	-88.96547287	0.227722772	0.65993266	8.52173913	0	0	0	0	0	0	0.014464182	0.007015131	0.332676175	-0.021314529	-0.020779555	-0.490234169	1.258383792	0.610316375	28.94282722	0.031867986	0.029581873	0.732963682	-0.050221912	-0.048367954	-1.155103983	3.282402574	3.046932904	75.4952592	2.715681135	3.22225871	532.2735025	0.026659795	0	5.225319877	0.305927356	0	59.96176176	0.227722772	0.65993266	8.52173913
